Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
3,h,Engel & Völkers,08-07-2017,1.9,28029,3.0,2.0,2.0,81.0,137,1998.0,Puente de Vallecas,5943,1720000
3,h,Engel & Völkers,08-07-2017,20.5,28004,3.0,2.0,2.0,545.0,196,2005.0,Moncloa-Aravaca,7969,690000
4,h,Inmobiliaria Barreras,08-07-2017,20.5,28006,4.0,2.0,2.0,613.0,332,2004.0,Vicálvaro,7969,875000
3,t,Inmobiliaria Gicoc,08-07-2017,20.5,28024,3.0,2.0,2.0,155.0,101,2011.0,Chamartín,7969,420000
4,h,Engel & Völkers,08-07-2017,20.5,28029,4.0,2.0,2.0,609.0,195,2005.0,Paseo de la Castellana,7969,677500
2,u,Gilmar,08-07-2017,2.7,28013,2.0,1.0,1.0,876.0,62,1972.0,Retiro,14887,600000
2,u,Engel & Völkers,08-07-2017,2.7,28030,2.0,1.0,1.0,17200.0,79,2003.0,Vicálvaro,14887,762500
4,h,Housell,08-07-2017,2.7,28021,4.0,2.0,1.0,176.0,216,1880.0,Barajas,14887,1855500
2,h,Century 21,08-07-2017,6.2,28026,2.0,1.0,1.0,174.0,100.6,1900.0,Ciudad Universitaria,1223,802000
3,h,Inmobiliaria La Playa,08-07-2017,20.8,28018,3.0,1.0,2.0,572.0,,,Embajadores,7412,1016000
3,h,Housell,08-07-2017,14.0,28011,3.0,2.0,6.0,532.0,,,Ciudad Universitaria,14042,600000
4,h,Inmobiliaria Barreras,08-07-2017,14.0,28031,4.0,1.0,3.0,559.0,158,1970.0,Retiro,14042,631000
3,h,Inmobiliaria Grupo Fincasa,08-07-2017,14.0,28002,3.0,1.0,2.0,743.0,,,Arganzuela,14042,711100
3,h,Inmobiliaria Habita2,08-07-2017,14.0,28010,3.0,1.0,0.0,674.0,94,1960.0,Moncloa-Aravaca,14042,582000
3,h,Inmobiliaria Don Piso,08-07-2017,14.0,28012,3.0,1.0,6.0,609.0,,,Centro,14042,730000
1,u,Century 21,08-07-2017,5.0,28032,1.0,1.0,1.0,50.0,55,2000.0,Tetuán,13240,468000
1,u,Idealista,08-07-2017,5.0,28031,1.0,1.0,1.0,548.0,44.4,2009.0,Moncloa-Aravaca,13240,470000
4,h,Inmobiliaria Soluciones,08-07-2017,8.2,28005,4.0,2.0,2.0,50.0,,2005.0,Ciudad Lineal,3284,1140000
3,u,Inmobiliaria Gicoc,08-07-2017,8.2,28002,3.0,2.0,2.0,288.0,94,1970.0,Moratalaz,3284,750000
3,h,Inmobiliaria Soluciones,08-07-2017,31.7,28020,3.0,1.0,1.0,582.0,,,Chamberí,14092,487000
4,h,Vivienda2,08-07-2017,31.7,28022,4.0,2.0,2.0,587.0,164,1986.0,La Latina,14092,410000
4,h,Inmobiliaria Activa,08-07-2017,31.7,28023,4.0,2.0,2.0,581.0,139,1960.0,Centro,14092,512500
3,h,Housell,08-07-2017,10.5,28032,3.0,1.0,2.0,508.0,111,1950.0,Fuencarral-El Pardo,3755,830500
2,u,Gilmar,08-07-2017,10.5,28004,2.0,1.0,1.0,150.0,,,Arganzuela,4217,429000
3,h,Inmobiliaria Grupo Fincasa,08-07-2017,10.5,28018,3.0,1.0,2.0,613.0,105,1974.0,Moratalaz,6763,551000
3,h,Inmobiliaria Barreras,08-07-2017,10.5,28024,3.0,1.0,2.0,283.0,104,1970.0,Carabanchel,6763,450000
2,t,Engel & Völkers,08-07-2017,10.2,28005,2.0,1.0,2.0,140.0,,,Chamberí,5457,781000
4,h,Redpiso,08-07-2017,18.4,28002,4.0,2.0,2.0,462.0,,2012.0,Chueca,10160,586000
4,h,Remax,08-07-2017,18.4,28018,4.0,2.0,2.0,448.0,,2008.0,Chamberí,10160,496000
3,h,Inmobiliaria NuevaVida,08-07-2017,15.5,28006,3.0,2.0,2.0,926.0,,,Moratalaz,6202,1280000
4,h,Inmobiliaria Grupo Fincasa,08-07-2017,15.5,28005,4.0,3.0,2.0,896.0,215,1985.0,La Latina,6202,1635000
3,t,Gilmar,08-07-2017,15.5,28016,3.0,2.0,2.0,217.0,,,Latina,6202,795000
3,h,Inmobiliaria MetroCuadrado,08-07-2017,12.4,28030,3.0,2.0,2.0,706.0,184,1970.0,Ciudad Universitaria,5420,1138000
3,h,Tecnocasa,08-07-2017,27.0,28018,3.0,1.0,1.0,518.0,102,1960.0,Chueca,1690,477000
3,h,Idealista,08-07-2017,15.3,28018,3.0,1.0,2.0,533.0,114,1975.0,Ciudad Lineal,7955,605000
3,h,Inmobiliaria Barreras,08-07-2017,15.3,28012,3.0,1.0,2.0,544.0,131,1970.0,Ciudad Universitaria,7955,610000
3,h,Inmobiliaria Soluciones,08-07-2017,15.3,28012,3.0,1.0,2.0,538.0,140,1975.0,Salamanca,7955,580000
1,u,Inmobiliaria Soluciones,08-07-2017,7.0,28014,1.0,1.0,1.0,50.0,39,1970.0,Cuzco,8870,415000
2,h,Inmobiliaria Grupo Fincasa,08-07-2017,7.0,28021,2.0,1.0,0.0,225.0,100,1960.0,Moncloa-Aravaca,8870,905000
2,u,Inmobiliaria Barreras,08-07-2017,4.1,28010,2.0,1.0,1.0,50.0,,,Centro,7217,725000
1,u,Inmobiliaria Activa,08-07-2017,4.1,28002,1.0,1.0,1.0,50.0,,1970.0,Fuencarral-El Pardo,7217,577000
3,h,Remax,08-07-2017,18.4,28021,3.0,2.0,2.0,347.0,134,2010.0,Villaverde,5811,451000
3,u,Inmobiliaria Tecnorete,08-07-2017,18.4,28001,3.0,2.0,1.0,315.0,,,Paseo de la Castellana,5811,453350
4,h,Inmobiliaria Barreras,08-07-2017,12.9,28002,4.0,2.0,2.0,700.0,267,1999.0,Salamanca,3296,895000
4,h,Idealista,08-07-2017,12.9,28028,4.0,1.0,3.0,50.0,158,1975.0,Chamartín,3296,586000
3,u,Vivienda2,08-07-2017,14.7,28008,3.0,1.0,1.0,190.0,,2000.0,Tetuán,7082,570000
3,h,Inmobiliaria Tecnorete,08-07-2017,14.7,28021,3.0,2.0,2.0,306.0,,2012.0,Retiro,7082,778000
4,h,Inmobiliaria Activa,08-07-2017,14.7,28007,4.0,2.0,2.0,652.0,203,1997.0,Moratalaz,7082,1055000
3,h,Inmobiliaria Grupo Fincasa,08-07-2017,14.5,28002,3.0,1.0,2.0,527.0,,,San Blas-Canillejas,1442,790000
4,h,Inmobiliaria Novo,08-07-2017,14.7,28030,4.0,2.0,2.0,639.0,,2000.0,Hortaleza,16166,514000
3,h,Inmobiliaria Habita2,08-07-2017,14.7,28031,3.0,2.0,2.0,847.0,143,1980.0,Ciudad Universitaria,16166,529000
3,h,Inmobiliaria Tecnorete,08-07-2017,14.7,28020,3.0,1.0,0.0,531.0,100,1960.0,Centro,16166,484000
2,u,Remax,08-07-2017,3.1,28007,2.0,1.0,1.0,67.0,90,1996.0,Villa de Vallecas,2230,670000
2,u,Alfa Inmobiliaria,08-07-2017,3.1,28002,2.0,1.0,1.0,75.0,66,2007.0,Paseo de la Castellana,2230,510000
3,h,Inmobiliaria Zome,08-07-2017,16.5,28001,3.0,1.0,2.0,542.0,107,1970.0,San Blas-Canillejas,2474,410000
4,h,Century 21,08-07-2017,16.5,28017,4.0,2.0,4.0,744.0,,,Latina,2474,675000
3,h,Donpiso,08-07-2017,6.8,28024,3.0,2.0,0.0,159.0,,,Latina,6380,1200000
3,h,Inmobiliaria Grupo Fincasa,08-07-2017,6.8,28005,,,,,,,Barajas,6380,1270000
2,u,Alfa Inmobiliaria,08-07-2017,6.8,28002,2.0,1.0,1.0,50.0,,,Chamberí,6380,650000
1,u,Inmobiliaria Don Piso,08-07-2017,4.6,28013,1.0,1.0,1.0,50.0,51,1960.0,La Latina,4380,410000
4,h,Alfa Inmobiliaria,08-07-2017,27.2,28016,4.0,2.0,2.0,400.0,151.54,2008.0,Latina,5262,478000
4,h,Inmobiliaria Soluciones,08-07-2017,12.7,28004,4.0,2.0,4.0,600.0,,,Moncloa-Aravaca,1369,743500
3,t,Remax,08-07-2017,6.3,28010,,,,,,,Chueca,6543,610000
3,h,Inmobiliaria Proincasa,08-07-2017,6.3,28021,3.0,1.0,1.0,284.0,124,1900.0,San Blas-Canillejas,6543,1285000
2,u,Inmobiliaria Soluciones,08-07-2017,6.3,28015,2.0,1.0,1.0,100.0,,,Cuzco,6543,440000
3,h,Century 21,09-09-2017,7.5,28018,3.0,2.0,2.0,381.0,,,Embajadores,1543,1195000
3,h,Inmobiliaria MetroCuadrado,09-09-2017,10.4,28008,3.0,2.0,1.0,697.0,163,2017.0,Barajas,3464,1000001
3,h,Inmobiliaria Novo,09-09-2017,10.4,28016,3.0,1.0,1.0,767.0,,,Paseo de la Castellana,3464,1064000
3,h,Inmobiliaria NuevaVida,09-09-2017,14.0,28015,3.0,2.0,2.0,,134,2014.0,Arganzuela,1899,540000
4,h,Inmobiliaria NuevaVida,09-09-2017,3.0,28026,4.0,3.0,2.0,,250,2010.0,Chamberí,3280,2720000
2,t,Inmobiliaria La Playa,09-09-2017,3.0,28014,2.0,1.0,1.0,,,1980.0,Villaverde,3280,1440000
3,u,Inmobiliaria Habita2,09-09-2017,10.5,28010,3.0,1.0,1.0,284.0,,,Latina,2185,675000
3,h,Inmobiliaria Tecnorete,09-09-2017,5.7,28022,3.0,1.0,1.0,268.0,126,1994.0,Carabanchel,2211,1170000
2,u,Gilmar,09-09-2017,11.0,28027,2.0,1.0,1.0,63.0,75,1975.0,Usera,5301,458000
3,h,Inmobiliaria Interlar,09-09-2017,4.3,28024,3.0,2.0,3.0,388.0,92,1950.0,Arganzuela,6567,870000
3,u,Alfa Inmobiliaria,09-09-2017,4.3,28023,3.0,2.0,1.0,3215.0,178,1900.0,Ciudad Universitaria,6567,870000
4,t,Inmobiliaria Novo,09-09-2017,4.3,28017,,,,,,,Vicálvaro,6567,850000
1,u,Look & Find,09-09-2017,4.3,28024,1.0,1.0,1.0,,,,Cuzco,6567,355500
5,h,Inmobiliaria Bankia,09-09-2017,4.3,28026,5.0,3.0,2.0,,,,Lavapiés,6567,1850000
4,h,Inmobiliaria MetroCuadrado,09-09-2017,10.2,28028,4.0,2.0,2.0,670.0,,,San Blas-Canillejas,3052,1550000
4,t,Inmobiliaria Don Piso,09-09-2017,10.2,28012,,,,,,,La Latina,2894,1020000
3,h,Alfa Inmobiliaria,09-09-2017,10.2,28014,3.0,2.0,2.0,,,,Arganzuela,2894,1200000
3,h,Inmobiliaria Proincasa,09-09-2017,21.5,28024,3.0,1.0,2.0,292.0,91,1955.0,Usera,2824,780000
3,h,Inmobiliaria Barreras,09-09-2017,21.5,28005,3.0,2.0,1.0,588.0,,,Salamanca,2243,880000
4,h,Donpiso,09-09-2017,21.5,28017,4.0,2.0,2.0,,169,1980.0,Salamanca,2243,830000
3,h,Inmobiliaria MetroCuadrado,09-09-2017,16.5,28024,3.0,2.0,2.0,607.0,,,Fuencarral-El Pardo,1130,640000
2,u,Inmobiliaria Habita2,09-09-2017,7.9,28020,2.0,1.0,1.0,,,1990.0,Tetuán,5682,1005000
2,u,Alfa Inmobiliaria,09-09-2017,7.9,28026,2.0,1.0,2.0,,,,Salamanca,5682,590000
4,h,Inmobiliaria NuevaVida,09-09-2017,7.9,28016,4.0,2.0,2.0,,245,1925.0,Hortaleza,5682,2250000
3,u,Look & Find,09-09-2017,7.9,28026,3.0,2.0,2.0,,20,1994.0,Ciudad Lineal,5682,1455000
5,h,Inmobiliaria Tecnorete,09-09-2017,7.9,28024,5.0,5.0,2.0,1235.0,397,2016.0,Chamberí,5682,2750000
5,h,Idealista,09-09-2017,7.9,28025,,,,,,,La Latina,5682,2936000
4,h,Look & Find,09-09-2017,9.7,28024,4.0,3.0,1.0,747.0,,,Vicálvaro,7809,1950000
4,h,Inmobiliaria Tecnorete,09-09-2017,9.7,28018,4.0,1.0,6.0,,,,Moncloa-Aravaca,7809,1790000
4,h,Inmobiliaria Soluciones,09-09-2017,9.7,28021,4.0,2.0,5.0,700.0,300,2007.0,San Blas-Canillejas,7809,2000000
4,h,Gilmar,09-09-2017,23.2,28005,4.0,2.0,2.0,656.0,193,1975.0,La Latina,3598,900000
2,h,Housell,09-09-2017,17.3,28020,2.0,1.0,1.0,,,,Barajas,5366,885000
3,h,Inmobiliaria Fincas Asesoria,09-09-2017,17.3,28006,3.0,2.0,2.0,782.0,,,La Latina,5366,1750000
3,h,Tecnocasa,09-09-2017,17.3,28015,3.0,1.0,2.0,612.0,124,1950.0,Lavapiés,5366,1354000
2,t,Inmobiliaria Novo,09-09-2017,17.3,28020,2.0,2.0,2.0,,,,Centro,5366,865000
3,h,Redpiso,09-09-2017,11.4,28019,3.0,1.0,2.0,628.0,,,Tetuán,6795,1532000
3,h,Inmobiliaria MetroCuadrado,09-09-2017,11.4,28006,3.0,2.0,2.0,,,,Arganzuela,6795,1175000
4,t,Donpiso,09-09-2017,11.4,28032,,,,,,,Chueca,6795,1210000
2,u,Century 21,09-09-2017,11.4,28019,,,,,,,Moncloa-Aravaca,6795,818000
3,h,Inmobiliaria Activa,09-09-2017,11.4,28011,,,,,,,Vicálvaro,6795,1362000
4,h,Inmobiliaria Activa,09-09-2017,11.4,28015,4.0,1.0,2.0,,,,Arganzuela,6795,1677500
4,h,Inmobiliaria La Playa,09-09-2017,11.4,28021,4.0,3.0,2.0,811.0,,1975.0,Chueca,6795,2151000
3,h,Inmobiliaria MetroCuadrado,09-09-2017,13.8,28021,3.0,2.0,2.0,,,,Embajadores,10969,1111000
3,h,Housell,09-09-2017,13.8,28015,3.0,2.0,1.0,,,,Embajadores,10969,1285000
3,h,Inmobiliaria Bankia,09-09-2017,13.8,28006,3.0,1.0,1.0,,122,1970.0,Cuzco,10969,980000
4,h,Remax,09-09-2017,17.3,28027,4.0,2.0,2.0,659.0,,1950.0,Embajadores,2866,1720000
4,h,Inmobiliaria MetroCuadrado,09-09-2017,17.3,28015,4.0,2.0,4.0,823.0,,,Cuzco,2866,2000000
3,h,Inmobiliaria Activa,09-09-2017,13.4,28019,3.0,2.0,3.0,698.0,194,1945.0,Paseo de la Castellana,5713,1390000
3,h,Century 21,09-09-2017,13.4,28008,3.0,1.0,2.0,,,,Tetuán,5713,1490000
4,h,Alfa Inmobiliaria,09-09-2017,13.4,28027,4.0,2.0,2.0,923.0,,,Tetuán,2867,1151000
3,h,Inmobiliaria La Playa,09-09-2017,25.0,28032,,,,,,,Latina,9704,701000
3,h,Inmobiliaria Grupo Fincasa,09-09-2017,8.6,28001,3.0,1.0,4.0,685.0,,,Embajadores,3589,834500
3,h,Alfa Inmobiliaria,09-09-2017,16.1,28014,3.0,1.0,1.0,,,,Villaverde,1390,692000
2,u,Remax,09-09-2017,10.5,28031,,,,,,,Moratalaz,10579,1640000
3,h,Inmobiliaria Proincasa,09-09-2017,10.5,28032,3.0,2.0,2.0,,,,Chamartín,10579,1850000
3,t,Inmobiliaria NuevaVida,09-09-2017,10.5,28019,3.0,2.0,4.0,,297,1990.0,Puente de Vallecas,10579,2900000
2,u,Inmobiliaria Proincasa,09-09-2017,14.0,28011,2.0,1.0,1.0,,99,2009.0,Ciudad Lineal,4294,400000
3,h,Inmobiliaria Grupo Fincasa,09-09-2017,14.0,28025,3.0,1.0,1.0,656.0,,,Embajadores,4294,649000
3,u,Inmobiliaria Bankia,09-09-2017,14.0,28005,3.0,1.0,2.0,,94,,Barajas,4294,477000
4,h,Housell,09-09-2017,14.0,28004,4.0,1.0,2.0,696.0,,,Fuencarral-El Pardo,4294,753000
3,h,Tecnocasa,09-09-2017,5.2,28017,3.0,2.0,1.0,,,,Carabanchel,11918,850000
2,u,Inmobiliaria Interlar,09-09-2017,5.2,28023,2.0,1.0,1.0,,,,Moratalaz,11918,453650
3,t,Inmobiliaria Proincasa,09-09-2017,5.2,28020,3.0,2.0,1.0,,,,Embajadores,11918,870000
2,h,Inmobiliaria Gicoc,09-09-2017,5.2,28028,2.0,1.0,,,,,Puente de Vallecas,11918,950000
1,u,Inmobiliaria Interlar,09-09-2017,4.0,28023,1.0,1.0,2.0,,39,1960.0,Moncloa-Aravaca,5533,463000
3,h,Donpiso,09-09-2017,5.2,28025,3.0,1.0,1.0,275.0,106,1910.0,Fuencarral-El Pardo,7082,875000
4,h,Inmobiliaria Zome,09-09-2017,5.2,28012,4.0,2.0,2.0,600.0,180,2004.0,Chamartín,7082,1250000
1,u,Inmobiliaria Fincas Asesoria,09-09-2017,5.2,28004,1.0,1.0,1.0,,,,Centro,7082,315500
2,h,Look & Find,09-09-2017,5.2,28026,2.0,1.0,2.0,501.0,495,1930.0,Chamberí,7082,1225000
3,h,Inmobiliaria Activa,09-09-2017,10.8,28023,3.0,2.0,1.0,573.0,161,1970.0,La Latina,4480,980000
3,u,Inmobiliaria Soluciones,09-09-2017,12.1,28011,,,,,,,Moncloa-Aravaca,10175,580000
3,h,Alfa Inmobiliaria,09-09-2017,12.1,28005,3.0,2.0,2.0,,132,1975.0,Ciudad Universitaria,10175,830000
4,h,Inmobiliaria Zome,09-09-2017,12.1,28012,4.0,3.0,2.0,331.0,331,2010.0,Embajadores,10175,758000
1,u,Inmobiliaria MetroCuadrado,09-09-2017,2.4,28012,1.0,1.0,1.0,,44,1970.0,Chueca,438,370000
4,h,Idealista,09-09-2017,10.4,28002,4.0,2.0,4.0,514.0,258,2000.0,Usera,5678,1750000
3,h,Inmobiliaria Gicoc,09-09-2017,14.8,28023,3.0,2.0,2.0,,,2002.0,Paseo de la Castellana,2674,670000
2,h,Century 21,09-09-2017,7.7,28008,2.0,1.0,3.0,,,,Cuzco,8920,2410000
2,u,Inmobiliaria MetroCuadrado,09-09-2017,7.7,28007,2.0,2.0,1.0,,,,Centro,8920,752500
4,h,Inmobiliaria Soluciones,09-09-2017,7.7,28022,4.0,2.0,2.0,,,,La Latina,8920,3100000
4,h,Inmobiliaria Grupo Fincasa,09-09-2017,8.4,28013,4.0,2.0,2.0,618.0,,,Salamanca,3265,3130000
4,h,Inmobiliaria Zome,09-09-2017,8.4,28024,4.0,2.0,2.0,,255,1986.0,Puente de Vallecas,3265,2650000
3,h,Remax,09-09-2017,8.4,28020,3.0,2.0,2.0,,,1987.0,Puente de Vallecas,3265,1500000
3,h,Alfa Inmobiliaria,09-09-2017,1.6,28028,3.0,1.0,1.0,110.0,128,1880.0,Paseo de la Castellana,6786,1263000
2,h,Look & Find,09-09-2017,1.6,28018,2.0,1.0,,117.0,,,Villa de Vallecas,6786,800000
2,h,Vivienda2,09-09-2017,3.5,28030,2.0,1.0,,4025.0,,,Ciudad Lineal,3106,1065000
2,h,Remax,09-09-2017,3.5,28017,2.0,1.0,,97.0,,,Lavapiés,3106,950000
2,u,Inmobiliaria Grupo Fincasa,09-09-2017,10.1,28001,2.0,1.0,1.0,,,,Villaverde,7822,545000
1,u,Vivienda2,09-09-2017,10.1,28005,,,,,,,Moncloa-Aravaca,7822,353000
2,h,Alfa Inmobiliaria,09-09-2017,31.2,28010,2.0,1.0,4.0,,,1960.0,Moratalaz,1989,890000
1,u,Inmobiliaria Novo,09-09-2017,8.7,28004,1.0,1.0,1.0,,43,1960.0,Barajas,2379,341000
4,h,Inmobiliaria Activa,09-09-2017,8.7,28019,4.0,2.0,2.0,,169,1920.0,Cuzco,5051,1758000
2,u,Inmobiliaria Barreras,09-09-2017,8.7,28013,2.0,1.0,1.0,,,,Carabanchel,5051,585000
2,h,Inmobiliaria Proincasa,09-09-2017,11.7,28020,2.0,1.0,2.0,,78,1955.0,Barajas,3582,970000
4,h,Inmobiliaria MetroCuadrado,09-09-2017,27.0,28006,4.0,2.0,2.0,,94,1950.0,San Blas-Canillejas,3906,930000
3,h,Inmobiliaria Don Piso,09-09-2017,17.9,28013,3.0,1.0,2.0,570.0,,,Chueca,9758,948000
3,h,Inmobiliaria Soluciones,09-09-2017,17.5,28024,3.0,1.0,2.0,613.0,,,Barajas,4734,850000
3,h,Look & Find,09-09-2017,17.5,28020,3.0,1.0,2.0,674.0,98,1950.0,Malasaña,4734,985000
3,h,Inmobiliaria Habita2,09-09-2017,17.5,28019,3.0,1.0,2.0,1226.0,,,Villaverde,4734,1250500
3,h,Vivienda2,09-09-2017,17.5,28026,3.0,1.0,1.0,539.0,,,Lavapiés,4734,805000
2,h,Redpiso,09-09-2017,3.6,28011,2.0,1.0,1.0,191.0,,1890.0,Paseo de la Castellana,2954,1320000
3,h,Inmobiliaria La Playa,09-09-2017,6.7,28017,3.0,1.0,2.0,524.0,,,Tetuán,11204,1326000
3,h,Inmobiliaria Habita2,09-09-2017,6.7,28014,3.0,1.0,1.0,,310,,Cuzco,11204,1010000
3,t,Century 21,09-09-2017,6.7,28014,3.0,2.0,2.0,,137,2000.0,Villa de Vallecas,11204,875000
2,u,Inmobiliaria MetroCuadrado,09-09-2017,2.0,28002,2.0,2.0,2.0,909.0,,,Centro,4553,1250000
4,h,Inmobiliaria Soluciones,09-09-2017,20.6,28031,4.0,1.0,0.0,641.0,110,1990.0,Lavapiés,15510,595000
2,h,Inmobiliaria Zome,09-09-2017,2.4,28021,2.0,1.0,,160.0,,,Carabanchel,1123,1200000
3,h,Inmobiliaria Zome,09-09-2017,23.0,28018,3.0,1.0,1.0,,130,1971.0,Puente de Vallecas,1863,1020000
4,t,Gilmar,09-09-2017,14.0,28015,,,,,,,Fuencarral-El Pardo,2246,560500
4,h,Inmobiliaria Gicoc,09-09-2017,14.0,28022,4.0,2.0,2.0,,,2012.0,Cuzco,2246,680000
2,u,Century 21,09-09-2017,24.7,28008,2.0,1.0,1.0,,,1970.0,Moncloa-Aravaca,10894,320000
3,h,Redpiso,09-09-2017,14.8,28004,3.0,2.0,2.0,,156,2009.0,Salamanca,6388,530000
3,h,Inmobiliaria Novo,09-09-2017,14.8,28032,3.0,2.0,2.0,544.0,125,1996.0,Barajas,6388,589000
3,h,Inmobiliaria Barreras,09-09-2017,14.7,28030,3.0,2.0,2.0,504.0,,,Centro,2276,630000
4,h,Inmobiliaria Novo,09-09-2017,21.8,28025,4.0,2.0,2.0,767.0,,,La Latina,4258,745000
4,h,Inmobiliaria NuevaVida,09-09-2017,22.2,28012,4.0,2.0,3.0,681.0,168,1970.0,Arganzuela,3940,952000
4,h,Inmobiliaria Bankia,09-09-2017,12.4,28007,4.0,2.0,1.0,670.0,,,Latina,9028,1255000
5,h,Inmobiliaria NuevaVida,09-09-2017,12.4,28029,5.0,2.0,2.0,726.0,,,Puente de Vallecas,9028,1540500
3,h,Inmobiliaria Proincasa,09-09-2017,14.3,28019,3.0,1.0,2.0,,,,Barajas,10999,1430000
3,h,Look & Find,09-09-2017,14.3,28008,3.0,1.0,2.0,635.0,,,Chamartín,10999,1209000
4,h,Redpiso,09-09-2017,14.3,28022,,,,,,,Vicálvaro,10999,1300000
5,h,Idealista,09-09-2017,14.3,28018,5.0,2.0,2.0,746.0,,,Retiro,10999,1730000
5,h,Inmobiliaria Barreras,09-09-2017,14.3,28010,5.0,2.0,3.0,677.0,,,Lavapiés,10999,1510000
4,h,Engel & Völkers,09-09-2017,14.3,28002,4.0,3.0,2.0,878.0,306,1970.0,Lavapiés,10999,1600000
2,u,Alfa Inmobiliaria,09-09-2017,16.1,28001,2.0,1.0,1.0,255.0,,,Fuencarral-El Pardo,4790,718500
3,h,Century 21,09-09-2017,25.9,28028,3.0,2.0,1.0,359.0,150,2011.0,Usera,7254,481000
5,h,Inmobiliaria Barreras,09-09-2017,25.9,28019,5.0,3.0,6.0,,296,2007.0,Latina,7254,1100000
3,h,Inmobiliaria Novo,09-09-2017,28.8,28016,3.0,1.0,2.0,,90,1950.0,Chamartín,3533,568500
4,h,Inmobiliaria Tecnorete,09-09-2017,8.9,28018,4.0,3.0,2.0,,294,1920.0,Moratalaz,1651,1867000
3,u,Housell,09-09-2017,27.0,28032,3.0,1.0,2.0,,,,La Latina,2546,647500
2,h,Vivienda2,09-09-2017,7.2,28027,2.0,1.0,2.0,,,,Cuzco,4898,1250000
2,u,Inmobiliaria Grupo Fincasa,09-09-2017,18.0,28028,2.0,1.0,1.0,845.0,,,Lavapiés,6990,566000
4,h,Engel & Völkers,09-09-2017,18.0,28012,4.0,3.0,2.0,,155,1985.0,Latina,6990,967000
4,h,Inmobiliaria Novo,09-09-2017,18.0,28019,4.0,2.0,2.0,651.0,198,1990.0,La Latina,2346,950000
3,h,Inmobiliaria Bankia,09-09-2017,7.2,28010,3.0,2.0,,225.0,122,1890.0,Cuzco,8989,1400000
2,h,Vivienda2,09-09-2017,7.2,28010,2.0,2.0,,213.0,,,Chueca,8989,1450000
4,h,Inmobiliaria Barreras,09-09-2017,19.6,28001,4.0,2.0,2.0,,,2005.0,Paseo de la Castellana,10926,640500
2,u,Century 21,09-09-2017,19.6,28013,2.0,1.0,1.0,,,2000.0,Lavapiés,10926,454000
3,h,Engel & Völkers,09-09-2017,19.6,28020,3.0,1.0,1.0,167.0,,2011.0,Carabanchel,10926,375000
3,h,Inmobiliaria Barreras,09-09-2017,19.6,28021,3.0,2.0,2.0,535.0,148,1970.0,Moncloa-Aravaca,10926,641000
3,h,Vivienda2,09-09-2017,19.6,28021,3.0,2.0,4.0,,98,1985.0,Chamberí,10926,555000
2,u,Inmobiliaria Habita2,09-09-2017,19.6,28022,2.0,1.0,1.0,161.0,,,Puente de Vallecas,10926,291000
3,h,Inmobiliaria Fincas Asesoria,09-09-2017,7.5,28006,3.0,2.0,2.0,595.0,169,,Salamanca,9264,993000
3,h,Inmobiliaria Zome,09-09-2017,7.5,28028,3.0,2.0,3.0,,,,Usera,9264,1527500
3,h,Alfa Inmobiliaria,09-09-2017,7.5,28028,3.0,1.0,2.0,,,,Arganzuela,588,950000
4,h,Inmobiliaria Tecnorete,09-09-2017,5.7,28020,,,,,,,Latina,2970,1575000
2,u,Gilmar,09-09-2017,5.7,28027,2.0,1.0,1.0,,,,Latina,2970,508000
2,u,Inmobiliaria Tecnorete,09-09-2017,13.1,28025,2.0,1.0,1.0,,72,2016.0,Latina,5070,475000
4,h,Century 21,09-09-2017,24.8,28021,4.0,2.0,2.0,728.0,,1970.0,Villa de Vallecas,10788,820000
3,h,Inmobiliaria Fincas Asesoria,09-09-2017,24.8,28001,3.0,2.0,1.0,626.0,145,1995.0,Embajadores,10788,797000
2,h,Inmobiliaria Gicoc,09-09-2017,2.1,28021,2.0,1.0,0.0,,80,1890.0,Paseo de la Castellana,5825,1060000
3,h,Donpiso,09-09-2017,2.1,28007,3.0,1.0,,152.0,,,Lavapiés,5825,1750000
4,h,Inmobiliaria Don Piso,09-09-2017,3.6,28028,4.0,2.0,1.0,,180,1890.0,San Blas-Canillejas,6244,2000000
3,h,Inmobiliaria Tecnorete,09-09-2017,3.4,28004,3.0,1.0,0.0,185.0,98,1900.0,Hortaleza,3593,820000
2,h,Remax,09-09-2017,3.4,28013,2.0,1.0,1.0,150.0,96,1890.0,Embajadores,3593,1225000
2,u,Inmobiliaria Soluciones,09-09-2017,5.1,28030,2.0,1.0,1.0,,40,1965.0,Tetuán,7570,240000
2,u,Inmobiliaria Soluciones,09-09-2017,5.1,28032,2.0,1.0,1.0,,,1970.0,La Latina,7570,465000
2,h,Remax,09-09-2017,5.1,28019,2.0,1.0,2.0,353.0,123,1930.0,Villa de Vallecas,7570,800000
3,h,Inmobiliaria Barreras,09-09-2017,38.0,28010,3.0,2.0,2.0,306.0,125,1970.0,Hortaleza,17055,1010000
3,h,Remax,09-09-2017,36.9,28030,3.0,1.0,2.0,,,,Vicálvaro,2500,464000
4,h,Inmobiliaria Fincas Asesoria,09-09-2017,38.0,28026,4.0,1.0,4.0,600.0,158,1985.0,Embajadores,7566,830000
3,h,Tecnocasa,09-09-2017,45.9,28029,3.0,2.0,2.0,2189.0,,,Centro,3376,690000
